01	0xc1180080
CollapseWest	0x289069ba
Collapse_A	0x578ecda8
Collapse_B	0x588ecda8
Collapse_Hits	0xcac1d6f0
Collapsing	0xce91cea8
Collision	0xbe93d3c4
CollisionBehind	0xe0f6eee0
CollisionExecutes	0x4c6a8be7
CollisionFX	0xd80f1bcb
CollisionPedFlags	0x123e94d7
CombHair	0xdf0bcab9
Combat	0xa0c3bdc8
CombatActions	0xdd845582
CombatAggSpeech	0x5bffcc8a
CombatAngry	0x79729083
CombatAngryIdle	0x095595f1
CombatApology	0x61afaff0
CombatBasic	0xa6576393
CombatClose	0x9c5c69a6
CombatDialog	0x007ee3ec
CombatDialogBank	0x740d789e
CombatF1	0xa3e4deb8
CombatF2	0xa4e4deb8
CombatFear1	0x3db51eda
CombatFearEnd	0x07bb88b4
CombatFearSpeech	0xc26684aa
CombatIdle	0x60bc18d6
CombatIdleBlock	0x619c99be
CombatIdleDefault	0x79cbddd1
CombatIdleTurn	0x7dbdf7ff
CombatIdle_Out	0x7f826f81
CombatLoco	0x038282d6
CombatLocoBasic	0x1fdf97a2
CombatOpen	0xe2aee9d6
CombatRun	0x8f36129a
CombatS1	0x4aebdeb8
CombatS2	0x4bebdeb8
CombatSpeech	0xfe400ba5
CombatStart	0x928353c0
CombatStim	0x7df373d7
CombatStrafe	0x8300ffec
CombatStrafeIdle	0x33620dcc
CombatT	0x341b1bb9
CombatTalk	0xf44891d7
CombatTaunt	0x0ab25acf
CombatTaunt1	0x4f1b699b
CombatTaunt2	0x501b699b
CombatTauntAuth	0xc69293d8
CombatTauntFear	0x8edc3ad9
CombatTauntSpeech	0xd8861f92
CombatTetherLoco	0x796ea6f0
CombatTransition	0x21f67aba
CombatWeaponLoco	0xd30926c2
CombatX	0x381b1bb9
Combo1	0xa7cabdc8
Combo2	0xa8cabdc8
Combo_Inputs	0xc2a37ffb
ComeAndGetIt	0xda8657d9
ComeOn	0xdf93bec8
ComeToStop	0x11d498c8
ComeToStopInVehicle	0x3addf9f8
Comic	0x5bf9c0a2
Comic01	0xf4ad0bba
Comic02	0xf5ad0bba
ComicGive	0xa0670b9c
ComicOwner	0xecdf21e8
ComicReceive	0x3c247db4
Comicbk	0x44b70bba
Communication	0x267f0d9f
Complain	0xb53a13b0
CompressLeft	0x95f2e090
CompressRight	0xcadbf78c
Conscious	0xee222fa4
ConstantX	0xf08d85cd
Constantine	0x1808d4ad
Constantinos	0xb92980f3
ConstantinosIdle	0x49d0f5f6
Continue	0x2be46af1
Continued	0x45c2b289
ControlNode	0x8fff28d9
ControlRoom	0xa43bb2d9
Control_States	0x049704c8
Controller	0x4ce27ade
Controller0	0x14cde1d8
Controller2	0x16cde1d8
Controller_Node	0x450ccfb2
Controls	0x1add9ff2
Conv	0x98270f89
Conv305	0x982453cd
Conv3S10	0x27e29491
ConvInitiate	0xf5c5cde0
ConvInitiate_Child	0xdef28985
ConvStim	0xf5e4de95
ConvTestMis1	0x68cc9bfb
ConvTestMis2	0x69cc9bfb
ConvTestMis3	0x6acc9bfb
Conv_Close_L	0x320100fc
Conv_Close_R	0x380100fc
Conv_Far_L	0xd1cf24ee
Conv_Medium_L	0x0daaffb0
Conv_Medium_R	0x13aaffb0
Conversation	0x130b23dd
Conversations	0x0cabeea8
Convo1	0xf654e5c8
Convo1End	0x8da826e6
Convo1Idle	0x96dc4ec6
Convo1b	0x247a5acd
Convo2	0xf754e5c8
Convo2End	0x28f648e6
Convo2Idle	0xe792dcd7
Convo2b	0xa77a5acd
Cook1	0x6180c1a2
Cook1Choice	0x0ec656e4
Cook2	0x6280c1a2
Cook3	0x6380c1a2
CookObject	0xc79193a4
Cookin	0x39be04c9
Cool	0x11280f89
CoolSpeak	0x518a0c92
Cop	0x18b41180
Cop1	0x79280f89
Cop2	0x7a280f89
Cop3	0x7b280f89
Cop4	0x7c280f89
CopPunish1	0xdc0c16db
CopPunish2	0xdd0c16db
Cop_Busted_Pin	0x80d2bdf3
Cop_Busted_Walk	0xbabd10bb
Cop_Cam_Pin	0x86accce8
Cop_Cam_Walk_Exit_L	0x328b6b83
Cop_Cam_Walk_Exit_R	0x388b6b83
Cop_Walk_Alts	0x99f9e4e0
Cops	0x9b280f89
Cornelius	0x50dce4b0
Cornelius01	0x91c7b49d
Cornelius02	0x92c7b49d
Cornelius03	0x93c7b49d
Cornelius1	0x21bd1c85
Coughing	0xd811b3ed
CoughingCasey	0x2997edd9
CoughingMandy	0xa3667589
Coughing_Child	0x49b7afa8
Countdown	0xf98439d5
Counter	0xfc6229c7
CounterAttack	0x1c15a58e
CoverUp	0xf6e081d7
CowBell	0x6242a5e8
CowDance	0x18b023af
CowDanceExit	0x26e309e8
CowDanceExitNode	0x185b149f
CowDanceFail	0xea2a26e8
CowDanceMusicStart	0x5117089f
CowDanceMusicStop	0xa7f984c9
CowDanceSpeak	0x76b2bbb1
CowDanceSuccess	0x8f680ba6
CowDanceTutorial	0x421965f7
Cower	0xb895c3a2
CowerBank	0xac5e94c3
CowerCycle	0x428eaea9
CowerFrom	0x360922c4
CowerOneFrame	0xfbb8db86
CowerOpp	0x6fd7f8c2
CowerOpps	0x203e56c5
CowerStart	0x5aecddc1
Cower_Block	0xe62d45c4
Cower_Child	0x292048d5
Cower_Cycle	0x3fb58dd7
Cower_End	0x583578c7
Cower_Start	0x5713bdef
Crab	0xf8e90f89
Crabble	0xa3b003d9
Crabble01	0x7cf75b98
CrapSpeak	0x60728a84
Craps	0x65c124a3
CrapsThrow_1	0x87bc5a85
Craps_Execute	0x43ef95f3
Craps_idle_1	0x6c2260ce
CrateBrk	0x84863ec9
CrawlCycle	0xc30e9981
CrawlLoco	0x46efc1e9
CrawlStart	0xdb6cc899
CrawlTransition	0xec24fc86
Crawl_Cam	0x538c4aec
Crawl_Cam_Alt	0x4961dc9c
Crawl_Cam_Alts	0xaec8c5c4
Crawl_Cam_Side	0x3b6c2ec7
Crawl_Release	0x431c5b8c
Crawling	0xe39bd9fe
Crawling1	0x5ac55ae9
Crazy_Basic	0x94d30fd3
Crazy_WalkOverrides	0xbce0eadd
CreateAuthFight	0xac448d92
CriktBat	0xaefc6789
CrimeReact	0x81fccdd1
CrimeWeaponSteal	0x1d8998be
Criminal	0x0b380dab
Cross	0x6c6d28a3
Cross_Charged	0x6d14d8a8
Cross_Tap_1	0xc6ceffed
Cross_Tap_2	0xc7ceffed
Crosshairs	0x810e8ceb
Crouch	0x6e7cb0fd
Crouch1	0x7bac4fd1
Crouch2	0x7cac4fd1
CrouchActionOpps	0x74b607a0
CrouchActionOppsBase	0xb164f4d8
CrouchAim	0x8b97f5b5
CrouchEnd	0x35a6f6b5
CrouchHide	0x08a79c9d
CrouchIdle	0x8ea9bd9d
CrouchIdleTarget	0x73569dcf
CrouchLoco	0x316f279e
CrouchLocoAnims	0x198310f9
CrouchLocoBasic	0xc9e4e288
CrouchLocoRun	0x5ab4e9e2
CrouchLocoTarget	0x9e8e45bb
CrouchOutside	0x573a0b91
CrouchRelease	0x15558ee8
CrouchReload	0x3b3d4298
CrouchRun	0x4911fab5
CrouchStart	0x1ce2b8e9
CrouchStartCombat	0x5c61d4be
Crouch_Out	0xed3ab3a0
Crouch_Out_Combat	0x56e16b95
Crouch_Out_Target	0xcbc021d4
Crouch_Tired	0x27a3e1e4
Crouching	0x5cb2f7b5
Cry	0xaab51180
CryLoop	0x5239a7ff
Crying	0xb06504ff
Ctrl	0xc7781089
CtrlBx	0x1d7630a1
Cuddle	0xb7dadbb0
CuddleMe	0x1bbdf8c1
Curfew	0xc09bbcb2
CurfewSpeak	0xeec617d7
CurfewWarn	0xfa56e1b8
CurfewWarning	0x2021e0c4
CurfewX	0x98b383f6
Curfew_MoreTired	0x0c7ca3b7
Curfew_SlightlyTired	0x6158aba6
Curfew_Tired	0xa9d522a2
Curfew_TooTired	0x4bc67ed7
Curse	0x4a1f90a3
CustomActionOps	0xab8988f2
CustomAnim	0xbe27beb2
CustomHitTree	0xe890bbfb
CustomHitTreeExecutes	0xb6f377e0
CustomIdle	0xbdf7cdb3
CustomIdleEnter	0x8b944aef
CustomIdleLoop	0x55a3a8dc
CustomLoco	0x60bd37b4
CustomPedTree	0xd4dc639a
Cut	0x2eb71180
CutEnd	0x75f800b3
CutPlan	0x3bf2f79a
CutRail	0x24b0399b
CutScenes	0xa1c837ac
CutWait	0x3334e59b
Cutscene	0x1a695680
CutsceneTest	0x5070b5b2
Cycle	0x9a6415a4
CycleClear	0x6743d5f9
CyclicIdle	0xed4a7fe7
DAMAGE	0x9fd681ce
DAMAGEFROMBURNINGFIRE	0xec740eb2
DANCING	0xd8af43be
DARBYIDLE	0xa019dcd6
DBAI	0x0a072e89
DBGame	0x60be41df
DBHit	0xb16f8fb2
DB_01	0x926895b2
DB_02	0x936895b2
DB_03	0x946895b2
DB_04	0x956895b2
DB_05	0x966895b2
DB_ALG_IDLE	0x14e63380
DB_BURTON_AMBIENT_1	0x2484c7bf
DB_BURTON_AMBIENT_3	0x2684c7bf
DB_Mission	0xc305d0d8
DB_Ped	0x56ee7ce2
DB_RunLoco	0xa577cdd1
DB_Start	0x3df36fdf
DB_Stats	0x42f46fdf
DB_StrafeLoco	0xa76a20d8
DB_Strafe_2Loco	0x464406c4
DB_TAUNT1	0xd03ff686
DB_TAUNT2	0xd13ff686
DB_TAUNT3	0xd23ff686
DB_TAUNT4	0xd33ff686
DB_Target	0x367a8d86
DB_TargetControl	0xbf772182
DB_Targetanim1	0x36edb5d9
DB_Targetanim2	0x37edb5d9
DBall	0xf39b8db2
DDuvet	0x30e54284
DEFAULT	0x59b3a59f
DEFAULT1	0xbcc6cab1
DEFAULT2	0xbdc6cab1
DEFAULT3	0xbec6cab1
DEFEN_F_01	0xc3fd0090
DEFEN_F_02	0xc4fd0090
DELETEME	0x573ef7dc
DHSpeechAlly	0x366ee3cb
DIE	0x04f41180
DISMISS	0xaea581f3
DISMISS_01	0x729f89ef
DISMISS_02	0x739f89ef
DO2nd_Omar	0xf94907bf
DOGBITE	0x60897d84
DOGirl_Zoe	0x2ce0c2f8
DOGirl_ZoeUW	0x629185bf
DOH1_Duncan	0xf2a007d3
DOH1a_Otto	0xf21fff96
DOH2_Jerry	0x840f3bd3
DOH2a_Leon	0xe3e246cb
DOH3_Henry	0x9732d1e4
DOH3a_Gurney	0xe6a09dfb
DOLead_Edgar	0xcd3302f9
DONTMESS	0x597e57e9
DOPush	0xb9faadc4
DOUT_IDLE_B_01	0xd0f7bbba
DOUT_IDLE_E_01	0xa1e022bb
DOUT_IDLE_G_01	0xd77b67bb
DOUT_IDLE_I_01	0x0d17acbb
DOWN	0xc6793189
DO_Edgar	0xa5949e94
DO_Grappler_A	0xd5edeebd
DO_Henry_Assylum	0xc130f49b
DO_Melee_A	0x7222deb3
DO_StrikeCombo	0x7033a385
DO_Striker_A	0xeecb4c9b
DOlead_Russell	0x4a26888a
DPE_Pumpkin	0x66d91de1
DPE_Snowman	0xa5aaa3c2
DPE_StyroTomb	0x1fe6d8c4
DPadDown	0x39c644be
DRBrace	0xd99468a1
DROPOUT_WalkOverrides	0xe63e14db
DROPWB	0xea8233f9
DRPDoor	0x7cff4b95
DTBike	0x4d238f9a
DTCarnie	0xce9d4ed5
DTComics	0x04c061ca
DTGeneral	0x7423ada0
DT_ASYLUM_EXITL	0x9b5e7df0
DT_ASYLUM_FRONT_DOOR	0xc33a81ba
DT_CarnCurt01	0xde2fb8bc
DT_CarnCurt02	0xdf2fb8bc
DT_DormExitDoorL	0xfb4b65c2
DT_FreakEntrance	0x7eb963ae
DT_FreakShow_Entrance	0xac0a8094
DT_FreakShow_Exit	0x30cd1bbf
DT_Janitor_MainExit	0x9003f4d0
DT_Janitor_SchoolExit	0x8b61f89b
DT_LibraryExitR	0xe0595d9b
DT_PrepToMain	0xacc4c4cb
DT_barber_exit	0xd279b9eb
DT_gdorm_DoorLExit	0xd72bc8f9
DT_gdorm_doorL	0x79a43ba7
DT_gym_doorL	0xabe1f8e1
DT_iSafeDrop_DoorL	0x41867593
DT_iSafeGrsr_DoorL	0x48a2f5d5
DT_iSafeJock_DoorL	0xef71079f
DT_iSafePrep_DoorL	0x77968bd7
DT_ibkshop_Door	0x683d928e
DT_iboxing_DoorL	0x0cf5bcfa
DT_iclothp_doorL	0x5b151f94
DT_iclothr_DoorL	0x0d4d84fd
DT_icomshp_Basement	0xb67f4bb4
DT_icomshp_Door	0x61b4d6de
DT_igrocery_Door	0xca63aac4
DT_indoor_TattooShop	0x8c37f0ac
DT_indoor_whouseFront	0x5f3d1c95
DT_indoor_whouseRoof	0xfa740af6
DT_ischool_BackDoorLeft	0x293c6588
DT_ischool_BackDoorRight	0x8682a9b5
DT_ischool_FrontDoorL	0xaa1ebfe4
DT_ischool_FrontDoorRight	0x8eb314e1
DT_ischool_Janitor	0x80f0d6c9
DT_phair_doorL	0x02e9068a
DT_pool_doorL	0x96b7a0e5
DT_salon_exit	0xf3e6edde
DT_tBMX_leave	0x0c84c183
DT_tbusines_BikeShopDoor	0x8a9520f1
DT_tbusines_ClothDoor	0xd31dd88a
DT_tbusines_ComicShopDoor	0x42c217ef
DT_tbusines_GenShop1Door	0x5e170df5
DT_tbusines_GenShop2Door	0xafcd9a86
DT_tbusines_SafeNerd	0x67511b95
DT_tbusiness_barber	0xda203cb0
DT_tind_SafeDrop	0x592224e6
DT_tpoor_BMX	0x1d93479e
DT_tpoor_Barber	0x14da0e93
DT_tpoor_SafeGreaser	0x38afc2b2
DT_trich_BarberDoor	0xec42d981
DT_trich_BikeShopDoor	0x1f9b7afb
DT_trich_BoxingDoor01	0x14242fa2
DT_trich_ClothRichDoor	0xaaf3b2aa
DT_trich_GenShopDoor	0xf280e1c9
DT_trich_SafePrep	0x7ce38598
DT_tschool_AutoShopL	0xd9802aca
DT_tschool_BoysDormL	0x51b70a86
DT_tschool_GirlsDormL	0xcdcddeea
DT_tschool_GymL	0x8729fcd8
DT_tschool_LibraryL	0x6783ebf0
DT_tschool_PoolL	0x3e27aea5
DT_tschool_PreppyL	0xc4cef2aa
DT_tschool_SafeJock	0xb0b6319a
DT_tschool_SchoolFrontDoorL	0x4fd767b8
DT_tschool_SchoolLeftBackDoor	0xc6173bb7
DT_tschool_SchoolRightBackDoor	0x53307ba9
DT_tschool_SchoolRightFrontDoor	0x6dd05e8e
DT_tschool_SchoolSideDoorL	0x096963d1
DT_whouse_front	0xb20232c2
DT_whouse_roof	0xebe329d5
Damage	0x9fd681ce
Damage01	0x5841bcbd
Damage02	0x5941bcbd
Damage03	0x5a41bcbd
Damage04	0x5b41bcbd
Damage05	0x5c41bcbd
DamageAnimBACKUP	0xcaebf0a3
DamageBack	0x221c26f3
DamageCall	0x596e48f3
DamageExecutes	0xcd1e1be0
DamageFront	0x3e8c01b5
DamageHandle	0x774f45ec
DamageHandles	0x38aa77e7
DamageSpawn	0x3c8deb98
DamageTarget	0xdcd402b7
DamageTargetSpawn	0xa3a1cdbb
DamageValue	0x6e0495cb
Damage_Child	0xf80077a7
Damaged	0xa1d370ac
DamagedAnim	0xb2b29e8f
Damaged_Weapon	0x424551a9
Dan	0xf5ef1180
Dance	0x2bb16eb2
Dance01	0x449442be
Dance02	0x459442be
Dance03	0x469442be
Dance04	0x479442be
Dance05	0x489442be
Dance1	0x32a9a4ce
Dance2	0x33a9a4ce
Dance3	0x34a9a4ce
Dance4	0x35a9a4ce
DanceA	0x42a9a4ce
DanceB	0x43a9a4ce
DanceC	0x44a9a4ce
DanceD	0x45a9a4ce
DanceDecision	0x33339fcf
Dancing	0xd8af43be
Dancing_1	0x66e766e7
Dancing_2	0x67e766e7
Dancing_Execute	0x96e4f1e8
Dancing_idle_1	0x5da1e9b3
Dancing_idle_2	0x5ea1e9b3
Danger	0x77b5a5ce
Darby	0xe0bc6fb2
Darby01	0xa15c5c84
Darby02	0xa25c5c84
Darby03	0xa35c5c84
DarbyAI	0x6c655c84
DarbyDance	0xcb29769a
DarbyLast	0xfa3c42d7
DarbyNext	0xe3e687d7
DarbyStart	0x523b4ca4
Dart	0xbfcc2d89
DartsAI	0x1c48c486
Dash	0x36cd2d89
DashLoco	0x792e649e
DashTired	0x7e91e798
DashToUppercut	0xe11958e7
DateActions	0xcf736483
DavisBrag	0xe5d805a0
DavisKickLadder	0x4fea77fe
DavisLine	0x478c5aa1
DavisShoulder	0x772d3295
DavisWait	0x28c7d1a2
DavisWaitTired	0x34bf92ce
Daze	0xc8d02d89
Dball_fast	0xb04fa2e9
Dball_pass	0xbd57f9ea
Dball_reg	0xe08254c0
Dball_strong	0x73c5a8c4
Dball_unblockable	0x16283ead
Dduvet	0x30e54284
DeEquip	0x2bd53c90
DeEquipProjectileWeapon	0xbc15a881
DeEquipRangedWeapon	0x06ca20b0
DeEquipWeapon	0x43527aca
Deactivate	0xb830a8b6
DeactivateSwitch	0x8062ecf6
Dead	0x20d02e89
DeadCleanup	0x0c92bcb7
DeadCollisionOff	0x09fc0cc4
DeadHold	0xa74421fb
DeadRat	0xd93d47c8
DeadSpeech	0x7e5970e8
DeadSpeechExec	0x4ffee79c
DeadText	0xc54fbafc
Dead_Arm_Alts	0x68415e8b
Dead_Arm_Cam_1	0x47c0dbf2
Dead_Arm_Cam_2	0x48c0dbf2
Dead_Leg_Alts	0x2ad3919a
Dead_Leg_Cam_1	0x8d563fba
Dead_Leg_Cam_2	0x8e563fba
Death	0xd888f4b2
DeathStim	0x352ad6ba
DeathTaunt	0x32b29caa
Debug	0x63ccf4b2
DebugController	0xa76e07b1
DebugCtrl	0x1a865ad7
DebugFAIL	0xa570bcd7
Default	0x59b3a59f
DefaultBackUp	0xabc612c5
DefaultBody	0x0bdae08a
DefaultClosing	0xc456b1af
DefaultFRONT	0xcc31b0d7
DefaultForward	0xc84f86f5
DefaultOpening	0x8b2fede5
DefaultProjectile	0x2a08308e
DefaultREAR	0xd113038d
DefaultReset	0x42d497a8
DefaultWarn	0x6394ad8d
Default_Bat	0x973bc08e
Default_Hold	0x91f62f8d
Default_KEY	0xf998c28e
Default_Left	0xa18bb68d
Default_WalkOverrides	0x0ccfa28f
Defence	0xdc0f2da0
DefenceAction	0x0a42c7c5
Defense	0x0c182da0
Defensive	0xd734e2ee
DegradeFaction	0x022b39cb
DegradeFactionExec	0x13211acd
Deject1	0x5c1061e6
Deject2	0x5d1061e6
Dejected	0x9469abe3
DejectedA	0xfd06b780
DejectedB	0xfe06b780
DejectedC	0xff06b780
DejectedD	0x0007b780
Dejection1	0x1eb234de
Dejection2	0x1fb234de
Dejection3	0x20b234de
Dejection4	0x21b234de
Dejection5	0x22b234de
Dejection6	0x23b234de
Dejections	0x40b234de
Delay	0x9360f7b2
DeleteBear	0xfbc188f8
Deselect	0x95dc82bc
DeselectOnRight	0x38938497
DesertOpsCam	0x6ae15183
DesiredNoReset	0xfce131be
DesiredReset	0x11f9afa3
Destroy	0x6af06286
DestroyExtraBalls	0x72b152d2
DestroyImmediate	0xbb3678ef
Destroyed	0x4d55669e
Detach	0x17cda895
DetachAllHack	0xbb238eef
DetachCherryB	0x4ab85df1
DetachWeapon	0x4f5d3394
Detect	0x47d9a995
DetectSnow	0x3af88489
DetermineSpeed	0x007d079f
Detonator	0x28166ba1
DevilFork	0xe2524583
DevilHorn	0x1bee8983
Dialog	0x60cb56d9
DialogOpp	0x27dc8db5
DialogOpps	0x48a897e7
Dialogue	0x247247db
Dialogue01	0x058862e8
Dialogue02	0x068862e8
Dialogue03	0x078862e8
Dialogue04	0x088862e8
Dialogue05	0x098862e8
DiceRolled	0xab7f13e4
Die	0x04f41180
Difficulty	0x03ebe0d5
DifficultyProfiles	0xf9d86fad
Direction	0xc3f7e383
Directional	0x6ae0dbcc
DirectionalFire	0xb8ddf3d0
DirectionalPush	0xb80a4ed2
DirectionalPushWall	0x5ec061b1
DirectionalToss	0xf9aed5d2
DisEngage	0xcf5bedf7
DisEngagePlayer	0x9001ee98
DisableObstacle	0x9be755ef
Disappoint	0xc35490a2
Disengage	0xcf5bedf7
Disguise	0x53879eb3
Disgusted	0xd48a76eb
Dish	0x7ee52f89
Dislike	0xed535ff3
DislikeChoices	0x817014b8
Dismiss	0xaea581f3
Dismissive	0x32f083ef
DismissiveTarget	0x77837c9b
Dismount	0x831d269c
DismountAndRespondAttackObj	0xfa9915e5
DismountCheer	0xb2621f9a
DismountWait	0x1803eb80
Dismount_Ask	0x0575fd81
Dismount_No_PlayOnTarget	0xb2e457dd
Dispatch	0x46b9eece
DisperseBCast	0xa0ae47ed
DisperseDock	0x642fcde3
DisplayCost	0xaf5502ce
DisplayFortune	0x5b0b0edd
DisplayHUD	0x7962ffc4
DisplayTag	0xac7c02c5
Disturb	0xc3e874f4
Disturb2	0xfb1bd397
Disturb3	0xfc1bd397
Disturb4	0xfd1bd397
DiveLeft	0xdb2fda81
DiveLeftSequence	0x244707e6
DiveRight	0x9c3682dc
DiveRightSequence	0x858b56ff
DiveRollBack	0x04a99fd7
DiveRollFwd	0x7acc4292
DiveRollLeft	0xc8bef7d8
DiveRollRight	0xe359a2f0
Do	0x1b230080
DoACheer	0xef028bf8
DoAnim	0x4c94a9c2
DoBackManual	0x9c1ddfb9
DoBustedAnims	0x589870d5
DoCopAnimations	0x300c26bd
DoCrying	0x938029f9
DoCryingSpeech	0xf98bbba8
DoDamage	0x82f1a6c8
DoDamageOnMission	0x2f170a8b
DoFrontManual	0x105bb8b2
DoFrontManual_Child	0xc1af6fa6
DoIt	0xa2723189
DoNotDance	0x33694ddf
DoNothing	0xb27274f9
DoRand	0xa856edc4
Dock	0x876f3189
Dodge	0x57534cb4
DodgeBall	0xf6663a86
DodgeBallFRONT	0x53e00f89
DodgeBallREAR	0x7e863a94
DodgeLocoBasic	0xe48915db
DodgeStrafe	0xa29f1883
DodgeStrafeBasic	0x8cc2b0cf
Dodge_In	0xada6eeb0
Dodge_Loop	0xac776aae
Dodge_Out	0xa6e0208a
DodgeballAI	0x32220081
DodgeballGame	0xc82ac092
DodgeballPhysics	0x51a445e5
DodgeballWAI	0x8d3e1783
Dog	0x18f71180
DogBite	0x60897d84
DogChew	0x578c9f84
DogEat	0x8c0675c3
DogEatEnd	0x5f4c7de9
DogEatLoop	0xd47c0efc
DogEatStart	0x96b7f1f6
DogFlee	0x3a810785
DogLieDownStart	0xa05b38f9
DogPed	0xebe977c3
DogReactions	0xced3b3e0
DogShit	0x1068c486
DogSleep	0x1b6309f7
DogWakeUp	0xa3e39597
DolFist	0xed4ecbdc
DolHum	0xe35d21c4
DolNeg	0xe3e722c4
Dollar	0xd05f22c4
Done	0x22753189
DoneDance	0x71457f8c
DontBeMessin	0x654d8397
DontCare	0x9669ffe7
DontCareAdult	0x54b1318d
DontCareGirl	0x46da15a4
DontClean	0x38f428b9
DontGetHurt	0xbc6ac7b4
DontHurt	0x602ab0e8
DontHurtShared	0x411947e2
DontHurtSpeechAlly	0x627b47af
DontHurtSpeechAlly1	0x572394b1
DontHurtSpeechAlly2	0x582394b1
DontHurtSpeechChoices	0x7c3052b1
DontHurtSpeechRegular	0xdab96cca
DontMess	0x597e57e9
DontSpawnLoco	0xd558f0b1
Dooit	0xcf354fb4
Door	0xb2753189
DoorAttack	0x62235de5
DoorClose	0xb2a0d5f6
DoorClosed	0x5a3b51cf
DoorExit	0xe0e4b2c0
DoorExitAttack	0x603b61f6
DoorExitCharge	0x98f93d98
DoorExitDefault	0xf9885dff
DoorExitLook	0x638df5a0
DoorExitLookAnim	0x146587fb
DoorExitSchool	0x747badf9
DoorExitStop	0xd2fbe6a1
DoorExitStopAnim	0x3340919e
DoorExits	0xf31e8b9b
DoorFunctions	0x854adbef
DoorLock	0xb1a5a0c1
DoorMoving	0x4cd612d8
DoorName1Cam	0x67719ffa
DoorName3Cam	0x9d0ce4fa
DoorOnGround	0x4c6e39a2
DoorOnGroundFirstTime	0x0531c7d3
DoorOpen	0x94d207c2
DoorOpened	0xc74663de
DoorOpp	0xcda51193
DoorOpps	0x3ad807c2
DoorStr1	0xae1b92c2
DoorSwitch	0x6a38dfc7
DoorSwitch_Open	0xef16b7c1
Door_Cameras	0xa190b296
Door_Idle	0xc5c3ebe1
Door_Open	0x47b6bce2
Doors	0x693a4fb4
DoorsDirect	0x562d249c
Doors_Child	0x32e56fb8
Dorm	0x36773189
DormFreakout	0x0d2ea19e
DormTV	0x387ef0c4
DoubleAxeHandle	0x2d81d293
DoubleTake	0x5879f7ad
DoubleThreatIn	0xe4205683
DoubleThreatLoop	0x9b280aa9
DoubleThreatOut	0xcb6a14b5
Down	0xc6793189
DownA	0x935051b4
DownAsk	0xef78f29e
DownAtBottom	0xb42eb5f3
DownOnGround	0xe062a9dc
DownTree	0xf85e9fd8
DownTree_End	0x986256ab
Down_Cycle	0x1d7f849d
Down_End	0xc65115da
Down_Idle	0xc1746f99
Down_Spawn	0x52a92ab5
Dpad1	0x3ad66db4
Dpad2	0x3bd66db4
DrawMedTag	0x7e7843f1
DrawVandalTag	0x96504fbb
DrbyFght	0x4ab91094
DrbyLean	0x3f01de94
DrbyLeanExit	0x7d4a2ad7
DrbyLeanLoop	0x771118d8
DrbyVault	0xfdc79fdc
DressCode	0xbcb837e1
DressCodeX	0x8c8883bf
Dribble	0x04ff239a
Dribbleopp	0x73741c86
Drift	0xe18ab4b4
Drink	0xf08eb4b4
Drink2	0x022565f8
DrinkCoffee	0xf42b47ea
DrinkShort	0xbc4f69d1
DrinkShortPed	0x37e9cb8e
DrinkSoda	0x05d623c0
Drink_Child	0xa148609a
Drip	0xb93b3289
Driver	0x583a67f8
DriverIdle	0x981c7680
Driving	0x67e5d39c
Drop	0xcb3e3289
Drop2_Child	0x4c3222fa
DropActions	0xb60faeb8
DropAndCounter	0x1c32c69d
DropBall	0xaa5e42bb
DropBanana	0xf8b35df4
DropBomb	0xa10946bb
DropCheck	0xfd6c72e5
DropChem	0xf07d66bb
DropDirect	0x683a5ef8
DropEyeDrop	0xd191dea0
DropFetchObject	0x629b23b3
DropFountain	0x4f0b5fa2
DropNonInv	0x274e53b4
DropObject	0x4a0f1bcb
DropOut	0x83ef5985
DropThrowStart	0x0b270cfa
DropToFloor	0x1a1bcaf6
DropTrash	0x758c3191
DropTrash2	0x11e05acc
DropViaProjectile	0x2c8649d9
DropWeapon	0xe3bab4da
DropWeaponEasy	0xb59e63bb
DropWeaponGlobal	0x12459ae0
Drop_Anim	0x019d04d0
Dropouts	0x5c9005bd
Dropouts01	0xfd3ffa99
Dropouts02	0xfe3ffa99
Dropouts03	0xff3ffa99
Dropouts04	0x0040fa99
DropsSaveZone	0x49f955f4
Drown	0xc425b6b4
DrugBttl	0x46b86582
DrugCoffee	0x38dbabd6
DrumSticks	0xe9eb4aa3
Drunk	0x5cb3b7b4
Drunk1	0x45c800fa
Drunk2	0x46c800fa
Drunk3	0x47c800fa
Drunk3Actions	0x0af896da
Drunk3Actions1	0x4fed40db
Drunk3Actions2	0x50ed40db
Drunk3Break	0x68d43afc
Drunk3_Idle	0xb48313f8
Drunk4Actions	0x15b8fcd1
Drunk4Actions1	0xf03252f4
Drunk4Actions2	0xf13252f4
Drunk4Break	0xdb1fbff7
Drunk4Detach	0x1f2aa6db
Drunk4DetachNode	0xe1d520ee
Drunk4_Idle	0x27cf97f3
Drunk_1	0x0a9366ee
Drunk_1_Child	0xab80d5ec
Drunk_2	0x0b9366ee
DryFire	0xd1728ab3
Duck	0xbd013389
DuckCharge	0xed3ffa93
DuckChargeHit	0xb6fd4bdb
DuckFinish	0x4c74d099
DuckPipe	0x037244b9
DudeFadingOut	0xf3fa1b94
DuffBag	0x37ef90d8
Dummy	0x70831cb5
DummyIdle	0x304d01f2
Dummy_Wrestling_1	0x286fa9d2
Dummy_Wrestling_2	0x296fa9d2
